pn,un_cc_ds,wn_cc_ds,u_pacceoc/cc_ds,w_pacceoc/cc_ds,un_s_ds,w_s_ds,un_eacr_ds,w_eacr_ds,tps
50573,33.33333333,8.333333333,25,6.25,46.66666667,11.66666667,20,5,31.25
50580,80,20,16,4,72,18,10,2.5,44.5
50581,20,5,13,3.25,51.66666667,12.91666667,0,0,21.16666667
50586,Not Available,Not Available,16,5.333333333,97.5,32.5,60,20,57.83333333
50588,50,12.5,19,4.75,92,23,10,2.5,42.75
50589,30,7.5,13,3.25,72.5,18.125,0,0,28.875
50590,40,10,13,3.25,42.85714286,10.71428571,70,17.5,41.46428571
50597,73.33333333,18.33333333,36,9,45,11.25,0,0,38.58333333
50599,73.33333333,18.33333333,16,4,38.57142857,9.642857143,30,7.5,39.47619048
50603,36.66666667,9.166666667,21,5.25,31.42857143,7.857142857,10,2.5,24.77380952
50604,15,3.75,17,4.25,35.71428571,8.928571429,100,25,41.92857143
50608,35,8.75,13,3.25,76.66666667,19.16666667,40,10,41.16666667
50609,Not Available,Not Available,46,15.33333333,45.71428571,15.23809524,90,30,60.57142857
50616,40,10,16,4,86,21.5,10,2.5,38
50624,93.33333333,23.33333333,14,3.5,50,12.5,0,0,39.33333333
50625,100,25,28,7,38.57142857,9.642857143,10,2.5,44.14285714
50633,26.66666667,6.666666667,26,6.5,32.5,8.125,30,7.5,28.79166667
50636,43.33333333,10.83333333,29,7.25,28.57142857,7.142857143,0,0,25.22619048
50641,66.66666667,16.66666667,7,1.75,80,20,0,0,38.41666667
50674,60,15,22,5.5,67.14285714,16.78571429,60,15,52.28571429
50677,Not Available,Not Available,40,13.33333333,42.85714286,14.28571429,100,33.33333333,60.95238095
50678,66.66666667,16.66666667,21,5.25,54.28571429,13.57142857,0,0,35.48809524
50684,53.33333333,13.33333333,2,0.5,94,23.5,0,0,37.33333333
50686,Not Available,Not Available,19,6.333333333,45.71428571,15.23809524,60,20,41.57142857
50688,10,2.5,14,3.5,53.33333333,13.33333333,10,2.5,21.83333333
50689,50,12.5,11,2.75,56,14,30,7.5,36.75
50690,Not Available,Not Available,39,13,42.85714286,14.28571429,100,33.33333333,60.61904762
50696,Not Available,Not Available,28,9.333333333,31.66666667,10.55555556,10,3.333333333,23.22222222
50701,43.33333333,10.83333333,22,5.5,54.28571429,13.57142857,0,0,29.9047619
50704,75,18.75,21,5.25,45,11.25,0,0,35.25
50709,100,25,9,2.25,80,20,60,15,62.25
50710,Not Available,Not Available,23,7.666666667,47.14285714,15.71428571,100,33.33333333,56.71428571
50714,Not Available,Not Available,63,21,83.33333333,27.77777778,50,16.66666667,65.44444444
50723,Not Available,Not Available,35,11.66666667,50,16.66666667,100,33.33333333,61.66666667
50724,33.33333333,8.333333333,22,5.5,57.5,14.375,10,2.5,30.70833333
50727,33.33333333,8.333333333,4,1,48,12,0,0,21.33333333
50735,50,12.5,13,3.25,90,22.5,0,0,38.25
50736,20,5,9,2.25,43.33333333,10.83333333,10,2.5,20.58333333
50737,100,25,16,4,40,10,10,2.5,41.5
50739,100,25,12,3,37.14285714,9.285714286,0,0,37.28571429
50740,76.66666667,19.16666667,41,10.25,55,13.75,0,0,43.16666667
50742,73.33333333,18.33333333,7,1.75,36,9,0,0,29.08333333
50744,Not Available,Not Available,3,1,54,18,0,0,19
50746,33.33333333,8.333333333,7,1.75,52.85714286,13.21428571,20,5,28.29761905
50747,Not Available,Not Available,2,0.666666667,32,10.66666667,0,0,11.33333333
50748,Not Available,Not Available,22,7.333333333,62.85714286,20.95238095,90,30,58.28571429
50755,100,25,14,3.5,66,16.5,0,0,45
50757,73.33333333,18.33333333,17,4.25,28,7,20,5,34.58333333
50758,Not Available,Not Available,10,3.333333333,65,21.66666667,20,6.666666667,31.66666667
50760,Not Available,Not Available,30,10,60,20,90,30,60
50761,86.66666667,21.66666667,26,6.5,37.14285714,9.285714286,0,0,37.45238095
50763,70,23.33333333,1,0.333333333,Not Available,Not Available,0,0,23.66666667
50764,33.33333333,8.333333333,10,2.5,16.66666667,4.166666667,40,10,25
50765,Not Available,Not Available,18,6,78.33333333,26.11111111,70,23.33333333,55.44444444
50767,Not Available,Not Available,28,9.333333333,35.71428571,11.9047619,100,33.33333333,54.57142857
50770,66.66666667,16.66666667,26,6.5,48.57142857,12.14285714,30,7.5,42.80952381
50771,36.66666667,9.166666667,4,1,87.5,21.875,20,5,37.04166667
50772,Not Available,Not Available,24,8,50,16.66666667,90,30,54.66666667
50773,63.33333333,15.83333333,25,6.25,60,15,0,0,37.08333333
50775,36.66666667,9.166666667,25,6.25,81.66666667,20.41666667,30,7.5,43.33333333
50776,Not Available,Not Available,7,2.333333333,52.5,17.5,0,0,19.83333333
50777,Not Available,Not Available,20,6.666666667,65.71428571,21.9047619,60,20,48.57142857
50779,Not Available,Not Available,39,13,80,26.66666667,20,6.666666667,46.33333333
60001,63.33333333,15.83333333,48,12,42.85714286,10.71428571,0,0,38.54761905
60003,46.66666667,11.66666667,45,11.25,50,12.5,0,0,35.41666667
60004,46.66666667,11.66666667,52,13,63.33333333,15.83333333,20,5,45.5
60006,46.66666667,11.66666667,52,13,73.33333333,18.33333333,10,2.5,45.5
60008,35,8.75,53,13.25,70,17.5,40,10,49.5
60009,70,17.5,35,8.75,30,7.5,30,7.5,41.25
60010,36.66666667,9.166666667,45,11.25,55.71428571,13.92857143,40,10,44.3452381
60011,50,12.5,11,2.75,15.71428571,3.928571429,40,10,29.17857143
60012,66.66666667,16.66666667,20,5,54.28571429,13.57142857,0,0,35.23809524
60013,60,15,59,14.75,41.66666667,10.41666667,30,7.5,47.66666667
60014,36.66666667,9.166666667,45,11.25,44.28571429,11.07142857,0,0,31.48809524
60015,50,12.5,15,3.75,43.33333333,10.83333333,0,0,27.08333333
60016,10,2.5,34,8.5,57.5,14.375,40,10,35.375
60020,73.33333333,18.33333333,36,9,41.42857143,10.35714286,10,2.5,40.19047619
60022,26.66666667,6.666666667,36,9,47.14285714,11.78571429,10,2.5,29.95238095
60023,36.66666667,9.166666667,37,9.25,38.57142857,9.642857143,0,0,28.05952381
60024,70,17.5,41,10.25,22.85714286,5.714285714,10,2.5,35.96428571
60027,63.33333333,15.83333333,46,11.5,50,12.5,0,0,39.83333333
60028,35,8.75,60,15,41.42857143,10.35714286,10,2.5,36.60714286
60030,10,2.5,49,12.25,33.33333333,8.333333333,0,0,23.08333333
60031,40,10,36,9,30,7.5,0,0,26.5
60032,76.66666667,19.16666667,51,12.75,30,7.5,10,2.5,41.91666667
60034,16.66666667,4.166666667,25,6.25,30,7.5,0,0,17.91666667
60044,5,1.25,41,10.25,80,20,20,5,36.5
60049,35,8.75,83,20.75,66.66666667,16.66666667,80,20,66.16666667
60054,20,5,22,5.5,20,5,30,7.5,23
60064,56.66666667,14.16666667,36,9,75,18.75,30,7.5,49.41666667
60065,40,10,37,9.25,57.14285714,14.28571429,0,0,33.53571429
60075,53.33333333,13.33333333,46,11.5,50,12.5,0,0,37.33333333
60076,6.666666667,1.666666667,67,16.75,33.33333333,8.333333333,50,12.5,39.25
60096,Not Available,Not Available,68,22.66666667,40,13.33333333,60,20,56
60100,66.66666667,16.66666667,34,8.5,72.85714286,18.21428571,0,0,43.38095238
60103,15,3.75,45,11.25,47.5,11.875,20,5,31.875
60104,46.66666667,11.66666667,23,5.75,50,12.5,50,12.5,42.41666667
60112,43.33333333,10.83333333,34,8.5,71.42857143,17.85714286,20,5,42.19047619
60113,46.66666667,11.66666667,20,5,40,10,0,0,26.66666667
60114,70,17.5,42,10.5,62.85714286,15.71428571,20,5,48.71428571
60116,46.66666667,11.66666667,36,9,55.71428571,13.92857143,30,7.5,42.0952381
60118,Not Available,Not Available,80,26.66666667,100,33.33333333,40,13.33333333,73.33333333
60119,40,10,52,13,48.57142857,12.14285714,10,2.5,37.64285714
60125,5,1.25,46,11.5,50,12.5,0,0,25.25
60126,Not Available,Not Available,85,28.33333333,100,33.33333333,0,0,61.66666667
70002,86.66666667,21.66666667,37,9.25,37.14285714,9.285714286,0,0,40.20238095
70003,40,10,58,14.5,43.33333333,10.83333333,0,0,35.33333333
70004,50,12.5,40,10,93.33333333,23.33333333,50,12.5,58.33333333
70005,26.66666667,6.666666667,15,3.75,30,7.5,0,0,17.91666667
70006,43.33333333,10.83333333,33,8.25,30,7.5,0,0,26.58333333
70007,66.66666667,16.66666667,31,7.75,48.57142857,12.14285714,0,0,36.55952381
70008,76.66666667,19.16666667,33,8.25,56.66666667,14.16666667,0,0,41.58333333
70010,93.33333333,23.33333333,17,4.25,48.57142857,12.14285714,0,0,39.72619048
70011,40,10,24,6,30,7.5,10,2.5,26
70012,30,7.5,14,3.5,56.66666667,14.16666667,40,10,35.16666667
70016,43.33333333,10.83333333,23,5.75,24.28571429,6.071428571,10,2.5,25.1547619
70017,70,17.5,23,5.75,28.57142857,7.142857143,0,0,30.39285714
70018,70,17.5,41,10.25,34.28571429,8.571428571,0,0,36.32142857
70019,56.66666667,14.16666667,60,15,75,18.75,0,0,47.91666667
70020,50,12.5,44,11,52.85714286,13.21428571,0,0,36.71428571
70021,73.33333333,18.33333333,34,8.5,66.66666667,16.66666667,10,2.5,46
70022,73.33333333,18.33333333,18,4.5,31.42857143,7.857142857,0,0,30.69047619
70024,80,20,32,8,51.42857143,12.85714286,20,5,45.85714286
70025,50,12.5,14,3.5,25.71428571,6.428571429,0,0,22.42857143
70027,60,15,17,4.25,45.71428571,11.42857143,10,2.5,33.17857143
70028,26.66666667,6.666666667,18,4.5,35.71428571,8.928571429,0,0,20.0952381
70029,40,10,57,14.25,60,15,20,5,44.25
70031,46.66666667,11.66666667,36,9,71.42857143,17.85714286,0,0,38.52380952
70033,33.33333333,8.333333333,49,12.25,54.28571429,13.57142857,0,0,34.1547619
70034,43.33333333,10.83333333,35,8.75,42.85714286,10.71428571,10,2.5,32.79761905
70035,76.66666667,19.16666667,19,4.75,21.42857143,5.357142857,0,0,29.27380952
70036,40,10,32,8,51.42857143,12.85714286,10,2.5,33.35714286
80001,63.33333333,15.83333333,33,8.25,41.42857143,10.35714286,0,0,34.44047619
80003,43.33333333,10.83333333,32,8,82,20.5,0,0,39.33333333
80004,66.66666667,16.66666667,33,8.25,48.57142857,12.14285714,0,0,37.05952381
80006,53.33333333,13.33333333,53,13.25,51.66666667,12.91666667,10,2.5,42
80007,43.33333333,10.83333333,29,7.25,54.28571429,13.57142857,20,5,36.6547619
80009,50,12.5,52,13,38.33333333,9.583333333,0,0,35.08333333
90001,33.33333333,8.333333333,18,4.5,30,7.5,0,0,20.33333333
90003,60,15,5,1.25,16.66666667,4.166666667,40,10,30.41666667
90004,53.33333333,13.33333333,13,3.25,32.85714286,8.214285714,0,0,24.79761905
90005,30,7.5,25,6.25,52.85714286,13.21428571,20,5,31.96428571
90006,60,15,6,1.5,38.57142857,9.642857143,0,0,26.14285714
90008,46.66666667,11.66666667,4,1,47.14285714,11.78571429,0,0,24.45238095
90011,36.66666667,9.166666667,14,3.5,32.85714286,8.214285714,0,0,20.88095238
100001,43.33333333,10.83333333,15,3.75,52.85714286,13.21428571,10,2.5,30.29761905
100002,53.33333333,13.33333333,11,2.75,42.85714286,10.71428571,0,0,26.79761905
100006,40,10,30,7.5,35.71428571,8.928571429,0,0,26.42857143
100007,80,20,45,11.25,50,12.5,0,0,43.75
100008,33.33333333,8.333333333,38,9.5,35.71428571,8.928571429,0,0,26.76190476
100009,76.66666667,19.16666667,16,4,25,6.25,0,0,29.41666667
100012,33.33333333,8.333333333,19,4.75,38.57142857,9.642857143,0,0,22.72619048
100014,6.666666667,1.666666667,12,3,23.33333333,5.833333333,10,2.5,13
100017,6.666666667,1.666666667,18,4.5,34.28571429,8.571428571,0,0,14.73809524
100018,43.33333333,10.83333333,12,3,34.28571429,8.571428571,0,0,22.4047619
100019,66.66666667,16.66666667,18,4.5,31.42857143,7.857142857,0,0,29.02380952
100022,30,7.5,24,6,35.71428571,8.928571429,0,0,22.42857143
100023,26.66666667,6.666666667,17,4.25,55.71428571,13.92857143,0,0,24.8452381
100025,30,7.5,24,6,51.42857143,12.85714286,0,0,26.35714286
100026,53.33333333,13.33333333,12,3,47.14285714,11.78571429,0,0,28.11904762
100028,23.33333333,5.833333333,15,3.75,51.42857143,12.85714286,10,2.5,24.94047619
100029,53.33333333,13.33333333,29,7.25,47.14285714,11.78571429,0,0,32.36904762
100030,30,7.5,28,7,38.57142857,9.642857143,0,0,24.14285714
100032,33.33333333,8.333333333,10,2.5,44.28571429,11.07142857,0,0,21.9047619
100034,80,20,21,5.25,41.42857143,10.35714286,0,0,35.60714286
100035,3.333333333,0.833333333,18,4.5,45.71428571,11.42857143,0,0,16.76190476
100038,86.66666667,21.66666667,41,10.25,35.71428571,8.928571429,0,0,40.8452381
100039,46.66666667,11.66666667,15,3.75,37.14285714,9.285714286,0,0,24.70238095
100040,50,12.5,17,4.25,65.71428571,16.42857143,0,0,33.17857143
100043,33.33333333,8.333333333,73,18.25,78,19.5,20,5,51.08333333
100044,33.33333333,8.333333333,14,3.5,42.85714286,10.71428571,0,0,22.54761905
100045,66.66666667,16.66666667,46,11.5,82.85714286,20.71428571,0,0,48.88095238
100046,43.33333333,10.83333333,37,9.25,64.28571429,16.07142857,0,0,36.1547619
100047,20,5,10,2.5,52,13,0,0,20.5
100048,45,15,75,25,Not Available,Not Available,10,3.333333333,43.33333333
100049,16.66666667,4.166666667,15,3.75,48,12,0,0,19.91666667
100050,46.66666667,11.66666667,20,5,45,11.25,0,0,27.91666667
100051,53.33333333,13.33333333,22,5.5,61.42857143,15.35714286,20,5,39.19047619
100052,33.33333333,8.333333333,32,8,42.85714286,10.71428571,0,0,27.04761905
100053,43.33333333,10.83333333,6,1.5,82.85714286,20.71428571,0,0,33.04761905
100054,50,12.5,71,17.75,83.33333333,20.83333333,20,5,56.08333333
100055,56.66666667,14.16666667,37,9.25,87.14285714,21.78571429,0,0,45.20238095
100057,36.66666667,9.166666667,34,8.5,57.14285714,14.28571429,10,2.5,34.45238095
100062,50,12.5,8,2,45.71428571,11.42857143,0,0,25.92857143
100063,46.66666667,11.66666667,37,9.25,46.66666667,11.66666667,0,0,32.58333333
100067,73.33333333,18.33333333,22,5.5,30,7.5,0,0,31.33333333
100068,30,7.5,43,10.75,58.57142857,14.64285714,0,0,32.89285714
100069,20,5,53,13.25,55,13.75,0,0,32
100070,33.33333333,8.333333333,10,2.5,53.33333333,13.33333333,0,0,24.16666667
100071,6.666666667,1.666666667,21,5.25,41.42857143,10.35714286,0,0,17.27380952
100072,46.66666667,11.66666667,27,6.75,36.66666667,9.166666667,0,0,27.58333333
100073,50,12.5,14,3.5,48.57142857,12.14285714,0,0,28.14285714
100075,73.33333333,18.33333333,50,12.5,25.71428571,6.428571429,10,2.5,39.76190476
100077,53.33333333,13.33333333,4,1,61.42857143,15.35714286,0,0,29.69047619
100080,33.33333333,8.333333333,11,2.75,47.14285714,11.78571429,0,0,22.86904762
100084,26.66666667,6.666666667,9,2.25,31.42857143,7.857142857,0,0,16.77380952
100086,23.33333333,5.833333333,38,9.5,55,13.75,0,0,29.08333333
100087,83.33333333,20.83333333,38,9.5,37.14285714,9.285714286,0,0,39.61904762
100088,100,25,39,9.75,27.14285714,6.785714286,20,5,46.53571429
100090,60,15,12,3,37.14285714,9.285714286,10,2.5,29.78571429
100092,56.66666667,14.16666667,15,3.75,34.28571429,8.571428571,0,0,26.48809524
100093,50,12.5,41,10.25,37.14285714,9.285714286,10,2.5,34.53571429
100099,33.33333333,8.333333333,13,3.25,52,13,10,2.5,27.08333333
100102,60,15,21,5.25,100,25,0,0,45.25
100105,20,5,14,3.5,70,17.5,0,0,26
100106,30,10,32,10.66666667,Not Available,Not Available,0,0,20.66666667
100107,46.66666667,11.66666667,11,2.75,80,20,40,10,44.41666667
100109,43.33333333,10.83333333,23,5.75,51.42857143,12.85714286,0,0,29.44047619
100110,80,20,12,3,25.71428571,6.428571429,10,2.5,31.92857143
100113,66.66666667,16.66666667,24,6,35.71428571,8.928571429,0,0,31.5952381
100117,50,12.5,36,9,61.42857143,15.35714286,20,5,41.85714286
100118,20,5,27,6.75,60,15,0,0,26.75
100121,50,12.5,31,7.75,52.5,13.125,0,0,33.375
100122,46.66666667,11.66666667,23,5.75,48.57142857,12.14285714,20,5,34.55952381
100124,56.66666667,14.16666667,18,4.5,40,10,20,5,33.66666667
100125,43.33333333,10.83333333,40,10,42.85714286,10.71428571,10,2.5,34.04761905
100126,40,10,31,7.75,50,12.5,30,7.5,37.75
100127,50,12.5,45,11.25,57.14285714,14.28571429,0,0,38.03571429
100128,83.33333333,20.83333333,24,6,40,10,0,0,36.83333333
100130,25,6.25,39,9.75,62,15.5,10,2.5,34
100131,56.66666667,14.16666667,10,2.5,46.66666667,11.66666667,0,0,28.33333333
100132,56.66666667,14.16666667,34,8.5,70,17.5,10,2.5,42.66666667
100135,43.33333333,10.83333333,31,7.75,24.28571429,6.071428571,10,2.5,27.1547619
100137,20,5,8,2,47.14285714,11.78571429,10,2.5,21.28571429
100140,36.66666667,9.166666667,41,10.25,47.5,11.875,40,10,41.29166667
100142,30,7.5,53,13.25,82.5,20.625,0,0,41.375
100150,33.33333333,8.333333333,11,2.75,16,4,10,2.5,17.58333333
100151,80,20,67,16.75,53.33333333,13.33333333,20,5,55.08333333
100154,46.66666667,11.66666667,35,8.75,61.42857143,15.35714286,0,0,35.77380952
100156,66.66666667,16.66666667,31,7.75,50,12.5,10,2.5,39.41666667
100157,16.66666667,4.166666667,13,3.25,42.85714286,10.71428571,10,2.5,20.63095238
100161,56.66666667,14.16666667,16,4,44.28571429,11.07142857,0,0,29.23809524
100166,30,7.5,27,6.75,50,12.5,10,2.5,29.25
100167,86.66666667,21.66666667,24,6,40,10,0,0,37.66666667
100168,50,12.5,26,6.5,34.28571429,8.571428571,0,0,27.57142857
100173,26.66666667,6.666666667,31,7.75,47.14285714,11.78571429,0,0,26.20238095
100175,50,12.5,34,8.5,70,17.5,0,0,38.5
100176,76.66666667,19.16666667,22,5.5,65,16.25,0,0,40.91666667
100177,56.66666667,14.16666667,48,12,48.33333333,12.08333333,10,2.5,40.75
100179,60,15,13,3.25,45.71428571,11.42857143,20,5,34.67857143
100180,33.33333333,8.333333333,20,5,51.42857143,12.85714286,10,2.5,28.69047619
100181,40,10,33,8.25,70,17.5,0,0,35.75
100183,73.33333333,18.33333333,22,5.5,68.33333333,17.08333333,0,0,40.91666667
100187,23.33333333,5.833333333,8,2,41.42857143,10.35714286,0,0,18.19047619
100189,50,12.5,14,3.5,58.57142857,14.64285714,0,0,30.64285714
100191,50,12.5,25,6.25,47.14285714,11.78571429,0,0,30.53571429
100200,40,10,24,6,31.66666667,7.916666667,0,0,23.91666667
100204,50,12.5,18,4.5,25.71428571,6.428571429,0,0,23.42857143
100206,40,10,41,10.25,35,8.75,20,5,34
100209,73.33333333,18.33333333,15,3.75,44.28571429,11.07142857,0,0,33.1547619
100211,46.66666667,11.66666667,15,3.75,53.33333333,13.33333333,0,0,28.75
100212,0,0,15,3.75,56.66666667,14.16666667,0,0,17.91666667
100213,50,12.5,10,2.5,21.66666667,5.416666667,0,0,20.41666667
100217,36.66666667,9.166666667,17,4.25,68.33333333,17.08333333,20,5,35.5
100220,53.33333333,13.33333333,12,3,47.14285714,11.78571429,0,0,28.11904762
100223,10,2.5,30,7.5,38.57142857,9.642857143,0,0,19.64285714
100224,70,17.5,21,5.25,48.33333333,12.08333333,0,0,34.83333333
100226,56.66666667,14.16666667,13,3.25,51.42857143,12.85714286,10,2.5,32.77380952
100228,76.66666667,19.16666667,9,2.25,46.66666667,11.66666667,0,0,33.08333333
100230,66.66666667,16.66666667,61,15.25,48.33333333,12.08333333,0,0,44
100231,40,10,40,10,34.28571429,8.571428571,10,2.5,31.07142857
100232,40,10,29,7.25,85,21.25,10,2.5,41
100236,33.33333333,8.333333333,16,4,46.66666667,11.66666667,0,0,24
100238,66.66666667,16.66666667,24,6,38.33333333,9.583333333,0,0,32.25
100242,40,10,17,4.25,44.28571429,11.07142857,0,0,25.32142857
100243,60,15,21,5.25,38.57142857,9.642857143,10,2.5,32.39285714
100244,46.66666667,11.66666667,15,3.75,40,10,0,0,25.41666667
100246,36.66666667,9.166666667,10,2.5,54.28571429,13.57142857,0,0,25.23809524
100248,23.33333333,5.833333333,20,5,28.33333333,7.083333333,0,0,17.91666667
100249,40,10,11,2.75,33.33333333,8.333333333,10,2.5,23.58333333
100252,80,20,26,6.5,80,20,0,0,46.5
100253,60,15,33,8.25,77.14285714,19.28571429,0,0,42.53571429
100254,60,15,22,5.5,52.85714286,13.21428571,0,0,33.71428571
100255,53.33333333,13.33333333,34,8.5,72,18,20,5,44.83333333
100256,26.66666667,6.666666667,21,5.25,55,13.75,0,0,25.66666667
100258,53.33333333,13.33333333,7,1.75,35,8.75,0,0,23.83333333
100259,36.66666667,9.166666667,27,6.75,38.33333333,9.583333333,10,2.5,28
100260,30,7.5,21,5.25,45.71428571,11.42857143,0,0,24.17857143
100264,60,15,18,4.5,48.57142857,12.14285714,0,0,31.64285714
100265,46.66666667,11.66666667,44,11,42.85714286,10.71428571,10,2.5,35.88095238
100266,90,22.5,61,15.25,67.5,16.875,0,0,54.625
100267,43.33333333,10.83333333,44,11,63.33333333,15.83333333,0,0,37.66666667
100268,43.33333333,10.83333333,10,2.5,66.66666667,16.66666667,20,5,35
100269,43.33333333,10.83333333,25,6.25,54.28571429,13.57142857,0,0,30.6547619
100275,26.66666667,6.666666667,30,7.5,44.28571429,11.07142857,0,0,25.23809524
100276,70,17.5,25,6.25,50,12.5,10,2.5,38.75
100281,73.33333333,18.33333333,46,11.5,35.71428571,8.928571429,0,0,38.76190476
100284,56.66666667,14.16666667,25,6.25,64,16,0,0,36.41666667
100285,50,12.5,70,17.5,80,20,0,0,50
100286,46.66666667,11.66666667,8,2,66.66666667,16.66666667,20,5,35.33333333
100287,46.66666667,11.66666667,19,4.75,45.71428571,11.42857143,0,0,27.8452381
100288,15,3.75,13,3.25,60,15,0,0,22
100289,43.33333333,10.83333333,46,11.5,60,15,40,10,47.33333333
100290,33.33333333,8.333333333,6,1.5,50,12.5,0,0,22.33333333
100291,76.66666667,19.16666667,11,2.75,74,18.5,0,0,40.41666667
